ICA_Component_1,ICA_Component_2,ICA_Component_3,ICA_Component_4,ICA_Component_5,ICA_Component_6,ICA_Component_7,ICA_Component_8,ICA_Component_9,ICA_Component_10
0.361048542185565,-1.156826389805518,-0.28217177221171025,-1.5871744258471623,-1.0554606296305358,-1.634911742931642,0.048841940448333135,-0.4809515358681349,-1.4597492553903295,-1.53977451161198
-0.9061452652391395,-0.6062508241903294,-1.7659453961448215,-0.3081838395138432,0.47136876928999516,1.2453142351007114,0.17829059932720642,-0.08314191280504495,-1.276440943583984,1.1136356224642407
0.5760918028168248,1.164800769823428,-0.8959274996773746,0.9444709168008446,-0.5157809298310448,1.2852593728507076,0.24573200053610578,1.222674671062232,0.22250049075422332,0.7888352434714352
0.9483903404281894,1.057690559512878,0.4863202339563225,-0.8607222263716214,-1.2717943862311383,1.0222729421163033,0.09966351529667412,-0.7929349306504807,-1.1101987781223666,-1.8797710117398971
1.4754797850590688,-1.6652542230759133,-0.2749239408354748,-0.1728064202519943,0.5806431562149638,-0.46096129504161526,-1.411554050370722,-0.5742386615452588,-1.2014941106597061,1.3898377973372367
0.741244890104211,-2.098937931423576,0.9109690961074147,0.07996277848181768,1.1692455569428477,-0.7176271019945593,-1.3421809723508233,0.9565928067017452,0.2976798156020033,0.5576520102656667
-0.3022946606168803,0.3903275915410836,-0.933910583214204,1.2997179860058585,0.6887570797374435,-0.07403038328186241,0.9625395915288691,-0.6872109347191746,-1.4700095476959911,-1.2471045719784617
0.6450117055427432,-1.149541433784834,1.3002382411612106,0.9140765924339836,1.0240010364741774,-0.24317647795697497,-0.46935975346352155,1.0085402847109721,0.29968436465600456,1.0111383542052512
0.8432684777896908,0.937042715834286,-1.2032858169620675,-0.17743309276027747,-0.13763720789178222,0.9858199870419679,-0.08135850947947486,-1.0770029294175278,1.1363009059965876,1.633783091565841
0.9572627308124889,0.4095373594486362,0.1751779239248865,1.2165363770928648,-0.40610339534472434,1.2943501141651883,1.71733695492706,1.0007256304014336,0.24023642553814714,1.3675458017639612
0.1528941033040275,-0.37093943688844777,-0.6536446320351985,1.8603402068894344,1.3328392104673603,-1.2382835366943898,-1.2370594312999887,-0.6459118906590485,-1.118343500222068,0.7328908982155421
-1.349137381731503,0.5657101125742625,2.223284439072083,1.660515865982639,0.5368505341806726,-0.8279740648647307,-0.6657849477693274,1.5881647619100088,-0.4466530936767434,-1.4328529485823616
-0.7001183936031863,-0.10992581363817827,-0.6907674016136361,-0.38538903030135374,0.09773825457874014,0.042846488569362365,1.340005419659005,-0.3527273612078493,-1.17602127864908,0.029664170335183083
1.22329965276092,1.5615014813186154,-0.15310315711587855,-0.8407518073109242,-0.9036357114038969,-0.04250739377532811,-0.590503811402731,-0.6096704184283543,-1.0975601194437317,-0.7315174281385244
-1.681221350290751,-0.5336030365973683,0.0968911621505699,-0.8561500170215358,-0.010873052515772714,1.1610480799296523,-0.6405385973458501,-0.36358748756688536,0.6376073424555606,0.5699192375472726
0.688630331355414,0.5783979764078686,0.767112241178176,-0.6534517988315038,-0.8464796140836514,1.1614995514431972,-1.1620633327523333,-0.34646691763062204,-1.4204571194903952,-0.08385383256490976
-1.1272085281050876,-0.9802820393948897,1.72181940231387,-1.892866309042242,0.4625634071918754,0.46010737523664064,0.15178087201961055,-0.3021867413485033,-1.4289920960163551,0.612732284823697
